reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,scope1_tco2e,scope2_tco2e,total_emissions_tco2e,emission_intensity,grid_connected,grid,primary_fuel,important_notes,year_range,matched_name,matched_address,state_1,latitude,longitude
IBERDROLA AUSTRALIA LIMITED,WOODLAWN WIND FARM,F,NSW,410598.0,114055.0,58.0,311.0,369.0,0.0032352812239708913,On,NEM,Wind,,2023-24,Woodlawn Wind Farm,"Lake George NSW 2581, Australia",NSW,-35.1878364,149.524134
IBERDROLA AUSTRALIA LIMITED,CORPORATE TOTAL,C,,9784393.0,2717888.0,59369.0,7640.0,67009.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
INTERA HOLD (T) PTY LTD,ROSS RIVER SOLAR FARM,F,QLD,902389.0,250664.0,45.0,677.0,722.0,0.002880349790955223,On,NEM,Solar,,2023-24,Ross River Solar Farm,"Kelso Dr, Kelso QLD 4815, Australia",QLD,-19.4130191,146.7207946
INTERA HOLD (T) PTY LTD,CORPORATE TOTAL,C,,902389.0,250664.0,45.0,677.0,722.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
KENNEDY ENERGY PARK HOLDINGS PTY LTD,KENNEDY ENERGY PARK PTY LTD,F,QLD,637017.0,176949.0,54.0,110.0,164.0,0.0009268207223550288,On,NEM,Wind,,2023-24,Kennedy Energy Park,"Torrens Creek QLD 4816, Australia",QLD,-20.8740458,144.4128001
KENNEDY ENERGY PARK HOLDINGS PTY LTD,CORPORATE TOTAL,C,,637017.0,176949.0,54.0,110.0,164.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
KIAMCO HANWHA FORESIGHT BANNERTON PTY LTD,BANNERTON SOLAR FARM,F,VIC,451831.0,125509.0,0.0,0.0,0.0,0.0,On,NEM,Solar,,2023-24,Bannerton Solar Park,"Level 35, One, International Tower, 100 Barangaroo Ave, Sydney NSW 2000, Australia",NSW,-33.863702499999995,151.2020765
KIAMCO HANWHA FORESIGHT BANNERTON PTY LTD,CORPORATE TOTAL,C,,451831.0,125509.0,0.0,0.0,0.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
LAL LAL WIND FARMS NOM CO PTY LIMITED,LAL LAL WIND FARM,F,VIC,1692969.0,470269.0,130.0,2275.0,2405.0,0.005114094273702924,On,NEM,Wind,,2023-24,Lal Lal Wind Farm,"24 Duggan Ln, Lal Lal VIC 3352, Australia",VIC,-37.6307776,144.0237521
LAL LAL WIND FARMS NOM CO PTY LIMITED,CORPORATE TOTAL,C,,1692969.0,470269.0,130.0,2275.0,2405.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,KALAMUNDA POWER STATION,F,WA,0.0,0.0,0.0,0.0,0.0,,On,SWIS,Diesel,,2023-24,Old South Fremantle Power Station,"WQ45+8J, North Coogee WA 6163, Australia",WA,-32.0941875,115.7590625
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,RED HILL LFG POWER STATION,F,WA,85975.0,23882.0,1840.0,2.0,1842.0,0.07712921865840382,On,SWIS,Landfill Gas,,2023-24,,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,TAMALA PARK LFG POWER STATION,F,WA,101157.0,28099.0,2162.0,2.0,2164.0,0.07701341684757465,On,SWIS,Landfill Gas,,2023-24,Tamala Park LFG Power Station,"1700K Marmion Ave, Tamala Park WA 6030, Australia",WA,-31.7077611,115.72661329999998
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,CORPORATE TOTAL,C,,187132.0,51981.0,4002.0,4.0,4006.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
LGI LIMITED,BENARABY LFGE STATION,F,QLD,28821.0,8006.0,715.0,3.0,718.0,0.0896827379465401,On,NEM,Landfill Gas,,2023-24,Benaraby Landfill,"Jono Porter Dr, Benaraby QLD 4680, Australia",QLD,-24.022809,151.3535416
LGI LIMITED,BUNYA LFGE STATION,F,QLD,19164.0,5323.0,626.0,0.0,626.0,0.1176028555325944,On,NEM,Landfill Gas,,2023-24,Bunya Waste Management Facility,"384 Bunya Rd, Bunya QLD 4055, Australia",QLD,-27.3819346,152.9414698
LGI LIMITED,CABOOLTURE LFGE STATION,F,QLD,52199.0,14500.0,1333.0,2.0,1335.0,0.09206896551724138,On,NEM,Landfill Gas,,2023-24,Caboolture Waste Management Facility,"51 McNaught Rd, Caboolture QLD 4510, Australia",QLD,-27.0725402,152.9919586
LGI LIMITED,DAKABIN LFGE STATION,F,QLD,47368.0,13158.0,991.0,4.0,995.0,0.07561939504483964,On,NEM,Landfill Gas,,2023-24,Dakabin Waste Management Facility,"336 Old Gympie Rd, Dakabin QLD 4503, Australia",QLD,-27.2248491,152.9914464
LGI LIMITED,MARYBOROUGH LFGE STATION,F,QLD,41456.0,11515.0,1296.0,2.0,1298.0,0.11272253582283978,On,NEM,Landfill Gas,,2023-24,Maryborough Railway Station,"Maryborough QLD 4650, Australia",QLD,-25.5380423,152.69968699999998
LGI LIMITED,MUGGA LANE LFGE STATION,F,ACT,128346.0,35652.0,4349.0,1.0,4350.0,0.12201279030629418,On,NEM,Landfill Gas,,2023-24,Mugga Lane Resource Management Centre,"Mugga Ln, Symonston ACT 2609, Australia",ACT,-35.384684199999995,149.13811909999998
LGI LIMITED,WILLAWONG LFGE STATION,F,QLD,16650.0,4625.0,451.0,3.0,454.0,0.09816216216216216,On,NEM,Landfill Gas,,2023-24,Willawong Resource Recovery Centre,"360 Sherbrooke Rd, Willawong QLD 4110, Australia",QLD,-27.6020365,153.00566379999998
LGI LIMITED,CORPORATE TOTAL,C,,334004.0,92779.0,9761.0,15.0,9776.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
LIGHTHOUSE INFRASTRUCTURE MANAGEMENT LIMITED,EMERALD SOLAR PARK,F,QLD,369239.0,102566.0,36.0,1150.0,1186.0,0.011563286079207535,On,NEM,Solar,,2023-24,Emerald Solar Park,"Emerald QLD 4720, Australia",QLD,-23.51,148.1299999
LIGHTHOUSE INFRASTRUCTURE MANAGEMENT LIMITED,CORPORATE TOTAL,C,,369239.0,102566.0,36.0,1150.0,1186.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
LILYVALE HOLDINGS CO PTY. LTD.,LILYVALE SOLAR FARM,F,QLD,606944.0,168595.0,57.0,573.0,630.0,0.0037367656217562797,On,NEM,Solar,,2023-24,Lilyvale Solar Farm,"Lilyvale QLD 4723, Australia",QLD,-23.0872727,148.4384307
LILYVALE HOLDINGS CO PTY. LTD.,CORPORATE TOTAL,C,,606944.0,168595.0,57.0,573.0,630.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
LINCOLN GAP OPERATIONS PTY LTD,LINCOLN GAP WIND FARM OPERATIONS PTY LTD,F,SA,2197170.0,610325.0,39.0,4312.0,4351.0,0.007128988653586204,On,NEM,Wind,,2023-24,Lincoln Gap WF,"Lincoln Gap SA 5715, Australia",SA,-32.5634421,137.5571137
LINCOLN GAP OPERATIONS PTY LTD,CORPORATE TOTAL,C,,2197170.0,610325.0,39.0,4312.0,4351.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
LMS ENERGY PTY LTD,ALBURY RENEWABLE ENERGY FACILITY,F,NSW,24350.0,6764.0,519.0,1.0,520.0,0.0768775872264932,On,NEM,Landfill Gas,,2023-24,Next Generation Energy,"439 Wagga Rd, Lavington NSW 2641, Australia",NSW,-36.0441662,146.9442143
LMS ENERGY PTY LTD,ALBURY SOLAR FACILITY,F,NSW,3538.0,983.0,0.0,0.0,0.0,0.0,Off,Off-grid,Solar,,2023-24,Solar Integrity,"1/73 Thomas Mitchell Dr, Wodonga VIC 3690, Australia",VIC,-36.132282,146.8996053
LMS ENERGY PTY LTD,AWABA RENEWABLE ENERGY FACILITY,F,NSW,12615.0,3504.0,265.0,5.0,270.0,0.07705479452054795,On,NEM,Landfill Gas,,2023-24,Awaba Community Recycling Centre,"367 Wilton Rd, Awaba NSW 2283, Australia",NSW,-33.0257737,151.55201979999998
LMS ENERGY PTY LTD,BALLARAT RENEWABLE ENERGY FACILITY,F,VIC,40871.0,11353.0,872.0,0.0,872.0,0.07680789218708711,On,NEM,Landfill Gas,,2023-24,Ballarat Solar & Electrical,"1/14 Icon Dr, Delacombe VIC 3356, Australia",VIC,-37.5716793,143.80356799999998
LMS ENERGY PTY LTD,BENDIGO RENEWABLE ENERGY FACILITY,F,VIC,15236.0,4232.0,303.0,0.0,303.0,0.07159735349716446,On,NEM,Landfill Gas,,2023-24,Red Energy Arena Bendigo,"91 Inglis St, West Bendigo VIC 3550, Australia",VIC,-36.7580707,144.2490386
LMS ENERGY PTY LTD,CALOUNDRA RENEWABLE ENERGY FACILITY,F,QLD,24518.0,6811.0,487.0,2.0,489.0,0.07179562472471003,On,NEM,Landfill Gas,,2023-24,Suncoast Renewables,"Unit 2/28 Deefa St, Caloundra West QLD 4551, Australia",QLD,-26.7932132,153.1101177
LMS ENERGY PTY LTD,COPPING RENEWABLE ENERGY FACILITY,F,TAS,55417.0,15393.0,1090.0,0.0,1090.0,0.07081140778275839,On,NEM,Landfill Gas,,2023-24,SWA Renewable Energy Facility 2,"6651 N Jog Rd, West Palm Beach, FL 33412, USA",FL,26.7757321,-80.141808
LMS ENERGY PTY LTD,DARWIN RENEWABLE ENERGY FACILITY,F,NT,33039.0,9178.0,645.0,3.0,648.0,0.07060361734582697,On,DKIS,Landfill Gas,,2023-24,Rimfire Energy - Solar and Electricity,"60 McMinn St, Darwin City NT 0800, Australia",NT,-12.4564874,130.841867
LMS ENERGY PTY LTD,DRYSDALE RENEWABLE ENERGY FACILITY,F,VIC,32773.0,9103.0,637.0,1.0,638.0,0.07008678457651324,On,NEM,Landfill Gas,,2023-24,SWA Renewable Energy Facility 2,"6651 N Jog Rd, West Palm Beach, FL 33412, USA",FL,26.7757321,-80.141808
LMS ENERGY PTY LTD,EASTERN CREEK 2 RENEWABLE ENERGY FACILITY,F,NSW,125649.0,34902.0,2527.0,1.0,2528.0,0.07243137929058506,On,NEM,Landfill Gas,,2023-24,Emu Downs Solar Farm,"Badgingarra WA 6521, Australia",WA,-30.48468,115.415795
LMS ENERGY PTY LTD,GLENORCHY RENEWABLE ENERGY FACILITY,F,TAS,27191.0,7553.0,535.0,0.0,535.0,0.07083278167615517,On,NEM,Gas,,2023-24,,,,,
LMS ENERGY PTY LTD,HAMPTON PARK RENEWABLE ENERGY FACILITY,F,VIC,254201.0,70612.0,5115.0,3.0,5118.0,0.07248059819860647,On,NEM,Landfill Gas,,2023-24,Hampton Wind Park,"Hampton Rd, Hampton NSW 2790, Australia",NSW,-33.639033399999995,150.0497296
LMS ENERGY PTY LTD,HENDERSON RENEWABLE ENERGY FACILITY,F,WA,55914.0,15532.0,1048.0,13.0,1061.0,0.06831058459953644,On,SWIS,Landfill Gas,,2023-24,SWA Renewable Energy Facility 2,"6651 N Jog Rd, West Palm Beach, FL 33412, USA",FL,26.7757321,-80.141808
LMS ENERGY PTY LTD,IPSWICH RENEWABLE ENERGY FACILITY,F,QLD,10027.0,2785.0,211.0,2.0,213.0,0.07648114901256732,On,NEM,Landfill Gas,,2023-24,REMONDIS Swanbank Renewable Energy & Waste Management Facility,"426 Swanbank Rd, Swanbank QLD 4306, Australia",QLD,-27.6644252,152.82226079999998
LMS ENERGY PTY LTD,MC ROBIES GULLY RENEWABLE ENERGY FACILITY,F,TAS,16865.0,4685.0,344.0,0.0,344.0,0.07342582710779082,On,NEM,Landfill Gas,,2023-24,McRobies Gully Waste Management Centre (The Tip),"Mcrobies Rd, South Hobart TAS 7004, Australia",TAS,-42.8886413,147.2893066
LMS ENERGY PTY LTD,MORNINGTON PENINSULA RENEWABLE ENERGY FACILITY,F,VIC,14481.0,4022.0,308.0,2.0,310.0,0.07707608155146693,On,NEM,Landfill Gas,,2023-24,Repower Mornington Peninsula,"9 Alexandrina Rd, Mount Martha VIC 3934, Australia",VIC,-38.2797794,145.0020217
LMS ENERGY PTY LTD,NAWMA RENEWABLE ENERGY FACILITY,F,SA,29095.0,8082.0,582.0,1.0,583.0,0.07213560999752537,On,NEM,Landfill Gas,,2023-24,NAWMA Resource Recovery Centre - Pooraka,"63 Research Rd, Pooraka SA 5095, Australia",SA,-34.8163755,138.63505519999998
LMS ENERGY PTY LTD,NAWMA SOLAR FACILITY,F,SA,4244.0,1179.0,0.0,0.0,0.0,0.0,On,NEM,Solar,,2023-24,NAWMA Resource Recovery Centre - Pooraka,"63 Research Rd, Pooraka SA 5095, Australia",SA,-34.8163755,138.63505519999998
LMS ENERGY PTY LTD,NEWCASTLE RENEWABLE ENERGY FACILITY,F,NSW,89070.0,24742.0,1872.0,0.0,1872.0,0.07566081965887964,On,NEM,Landfill Gas,,2023-24,Newcastle Institute for Energy & Resources - NIER,"70 Vale St, Shortland NSW 2307, Australia",NSW,-32.8889417,151.6976028
LMS ENERGY PTY LTD,RAYMOND TERRACE RENEWABLE ENERGY FACILITY,F,NSW,30869.0,8575.0,643.0,2.0,645.0,0.07521865889212828,On,NEM,Landfill Gas,,2023-24,Renewable Education Centre,"495 Cabbage Tree Rd, Williamtown NSW 2318, Australia",NSW,-32.8136061,151.7915538
LMS ENERGY PTY LTD,REEDY CREEK RENEWABLE ENERGY FACILITY,F,QLD,23807.0,6613.0,475.0,9.0,484.0,0.07318917284137305,On,NEM,Landfill Gas,,2023-24,SWA Renewable Energy Facility 2,"6651 N Jog Rd, West Palm Beach, FL 33412, USA",FL,26.7757321,-80.141808
LMS ENERGY PTY LTD,REMOUNT RENEWABLE ENERGY FACILITY,F,TAS,33094.0,9193.0,659.0,0.0,659.0,0.07168497770042423,On,NEM,Landfill Gas,,2023-24,SWA Renewable Energy Facility 2,"6651 N Jog Rd, West Palm Beach, FL 33412, USA",FL,26.7757321,-80.141808
LMS ENERGY PTY LTD,ROCHEDALE RENEWABLE ENERGY FACILITY,F,QLD,226633.0,62954.0,4977.0,4.0,4981.0,0.07912126314451821,On,NEM,Landfill Gas,,2023-24,EDL,"One Eagle, Level 6/1 Eagle St, Brisbane City QLD 4000, Australia",QLD,-27.4702733,153.03050869999998
LMS ENERGY PTY LTD,ROCKINGHAM RENEWABLE ENERGY FACILITY,F,WA,28753.0,7987.0,646.0,15.0,661.0,0.08275948416176286,On,SWIS,Landfill Gas,,2023-24,East Rockingham Waste to Energy,"26 Office Rd, East Rockingham WA 6168, Australia",WA,-32.2508735,115.7755661
LMS ENERGY PTY LTD,SEAFORD HEIGHTS RENEWABLE ENERGY FACILITY,F,SA,64315.0,17865.0,1370.0,4.0,1374.0,0.07691015952980688,On,NEM,Landfill Gas,,2023-24,SRWRA,"112 Bakewell Dr, Seaford Heights SA 5169, Australia",SA,-35.2012534,138.50213929999998
LMS ENERGY PTY LTD,SEAFORD HEIGHTS SOLAR FACILITY,F,SA,2497.0,694.0,0.0,0.0,0.0,0.0,On,NEM,Solar,,2023-24,Sleeth Electrical and Solar,"26b Peninsula Blvd, Seaford VIC 3198, Australia",VIC,-38.1148699,145.1381187
LMS ENERGY PTY LTD,SHEPPARTON RENEWABLE ENERGY FACILITY,F,VIC,20232.0,5620.0,418.0,1.0,419.0,0.07455516014234875,On,NEM,Landfill Gas,,2023-24,Future NRG Shepparton,"7957 Goulburn Valley Hwy, Shepparton VIC 3631, Australia",VIC,-36.4145017,145.3913226
LMS ENERGY PTY LTD,SOUTH CARDUP RENEWABLE ENERGY FACILITY,F,WA,47952.0,13320.0,1067.0,1.0,1068.0,0.08018018018018018,On,SWIS,Landfill Gas,,2023-24,South Energy,"Level 35/360 Collins St, Melbourne VIC 3000, Australia",VIC,-37.8164313,144.9622636
LMS ENERGY PTY LTD,STAPYLTON RENEWABLE ENERGY FACILITY,F,QLD,99336.0,27593.0,2147.0,2.0,2149.0,0.0778820715398833,On,NEM,Landfill Gas,,2023-24,SWA Renewable Energy Facility 2,"6651 N Jog Rd, West Palm Beach, FL 33412, USA",FL,26.7757321,-80.141808
LMS ENERGY PTY LTD,SWANBANK RENEWABLE ENERGY FACILITY,F,QLD,63295.0,17582.0,1302.0,19.0,1321.0,0.07513365942441133,On,NEM,Landfill Gas,,2023-24,REMONDIS Swanbank Renewable Energy & Waste Management Facility,"426 Swanbank Rd, Swanbank QLD 4306, Australia",QLD,-27.6644252,152.82226079999998
LMS ENERGY PTY LTD,WOLLERT RENEWABLE ENERGY FACILITY,F,VIC,228329.0,63425.0,4594.0,7.0,4601.0,0.07254237288135593,On,NEM,Landfill Gas,,2023-24,Cleanaway Melbourne Energy & Resource Centre,"510 Summerhill Rd, Wollert VIC 3750, Australia",VIC,-37.5759783,144.9781655
LMS ENERGY PTY LTD,WOY WOY RENEWABLE ENERGY FACILITY,F,NSW,27932.0,7759.0,552.0,6.0,558.0,0.07191648408300039,On,NEM,Landfill Gas,,2023-24,SWA Renewable Energy Facility 2,"6651 N Jog Rd, West Palm Beach, FL 33412, USA",FL,26.7757321,-80.141808
LMS ENERGY PTY LTD,WYNDHAM RENEWABLE ENERGY FACILITY,F,VIC,151086.0,41968.0,3081.0,5.0,3086.0,0.07353221502096835,On,NEM,Landfill Gas,,2023-24,SWA Renewable Energy Facility 2,"6651 N Jog Rd, West Palm Beach, FL 33412, USA",FL,26.7757321,-80.141808
LMS ENERGY PTY LTD,WYONG RENEWABLE ENERGY FACILITY,F,NSW,55465.0,15407.0,1170.0,2.0,1172.0,0.07606931914065035,On,NEM,Landfill Gas,,2023-24,EnergyFlo Renewables,"8 Dulmison Ave, Wyong NSW 2259, Australia",NSW,-33.2671062,151.4390484
LMS ENERGY PTY LTD,CORPORATE TOTAL,C,,1972689.0,547969.0,40461.0,111.0,40572.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
LS AUSTRALIA HOLDCO1 PTY LTD,WELLINGTON SOLAR FARM,F,NSW,1378241.0,382845.0,23.0,1075.0,1098.0,0.002868001410492497,On,NEM,Solar,,2023-24,Wellington Solar Farm,"FXPC+JV, Wuuluman NSW 2820, Australia",NSW,-32.513450299999995,148.9721397
LS AUSTRALIA HOLDCO1 PTY LTD,CORPORATE TOTAL,C,,1378241.0,382845.0,23.0,1075.0,1098.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
METKA EGN AUSTRALIA HOLDINGS PTY LTD,COROWA SOLAR FARM,F,NSW,222367.0,61769.0,0.0,135.0,135.0,0.0021855623370946593,On,NEM,Solar,,2023-24,Corowa Solar Farm,"Santos Rd, Corowa NSW 2646, Australia",NSW,-35.9852523,146.3604583
METKA EGN AUSTRALIA HOLDINGS PTY LTD,JUNEE SOLAR FARM,F,NSW,208276.0,57854.0,0.0,200.0,200.0,0.0034569779099111555,On,NEM,Solar,,2023-24,Junee Solar Farm,"346 Old Sydney Rd, Marinna NSW 2663, Australia",NSW,-34.8111341,147.57284199999998
METKA EGN AUSTRALIA HOLDINGS PTY LTD,WAGGA WAGGA NORTH SOLAR FARM,F,NSW,294944.0,81929.0,0.0,269.0,269.0,0.0032833306887671034,On,NEM,Solar,,2023-24,Wagga Wagga North Solar Farm,"E Bomen Rd, Bomen NSW 2650, Australia",NSW,-35.067067,147.4350063
METKA EGN AUSTRALIA HOLDINGS PTY LTD,CORPORATE TOTAL,C,,725587.0,201552.0,0.0,604.0,604.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
METZ HOLDCO PTY LTD,METZ SOLAR FARM,F,NSW,793954.0,220543.0,42.0,1088.0,1130.0,0.005123717370308738,On,NEM,Solar,,2023-24,Moree Solar Farm,"4 Barton Plains Rd, Moree NSW 2400, Australia",NSW,-29.561193399999997,149.86243349999998
METZ HOLDCO PTY LTD,CORPORATE TOTAL,C,,793954.0,220543.0,42.0,1088.0,1130.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
MOORABOOL WIND FARM (HOLDING) PTY LTD,MOORABOOL WIND FARM PTY LTD,F,VIC,1311765.0,364379.0,54.0,706.0,760.0,0.002085740396674891,On,NEM,Wind,,2023-24,Moorabool Wind Farm,"Bungal VIC 3334, Australia",VIC,-37.7394582,144.17158849999998
MOORABOOL WIND FARM (HOLDING) PTY LTD,CORPORATE TOTAL,C,,1311765.0,364379.0,54.0,706.0,760.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
MOORABOOL SOUTH WIND FARM (HOLDING) PTY LTD,MOORABOOL SOUTH WIND FARM PTY LTD,F,VIC,1386474.0,385132.0,59.0,762.0,821.0,0.0021317366513299335,On,NEM,Wind,,2023-24,Moorabool Wind Farm,"Bungal VIC 3334, Australia",VIC,-37.7394582,144.17158849999998
MOORABOOL SOUTH WIND FARM (HOLDING) PTY LTD,CORPORATE TOTAL,C,,1386474.0,385132.0,59.0,762.0,821.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
MOREE HOLDINGS CO PTY LTD,MOREE SOLAR FARM,F,SA,494164.0,137268.0,24.0,586.0,610.0,0.004443861642917504,On,NEM,Solar,,2023-24,Moree Solar Farm,"4 Barton Plains Rd, Moree NSW 2400, Australia",NSW,-29.561193399999997,149.86243349999998
MOREE HOLDINGS CO PTY LTD,CORPORATE TOTAL,C,,494164.0,137268.0,24.0,586.0,610.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
MOURA SOLAR FARM HOLDINGS PTY LTD,MOURA SOLAR FARM SPV PTY LTD,F,QLD,660443.0,183456.0,0.0,1269.0,1269.0,0.006917189952904239,On,NEM,Solar,,2023-24,Moura Solar Farm,"Banana QLD 4702, Australia",QLD,-24.5096478,150.0766799
MOURA SOLAR FARM HOLDINGS PTY LTD,CORPORATE TOTAL,C,,660443.0,183456.0,0.0,1269.0,1269.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
MUMBIDA WIND FARM NO 1 HOLDINGS PTY LTD,MUMBIDA WIND FARM PTY LTD,F,WA,581978.0,161661.0,29.0,226.0,255.0,0.0015773748770575463,On,SWIS,Wind,,2023-24,Mumbida Wind Farm,"500 Connolly Rd, Burma Road WA 6532, Australia",WA,-29.0110631,114.9684225
MUMBIDA WIND FARM NO 1 HOLDINGS PTY LTD,CORPORATE TOTAL,C,,581978.0,161661.0,29.0,226.0,255.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
MURRA WARRA II PROJECT CO PTY LTD,MURRA WARRA II WIND FARM,F,VIC,1944428.0,540119.0,85.0,1468.0,1553.0,0.0028752922966975795,On,NEM,Wind,,2023-24,Murra Warra Wind Farm Office,"Ailsa Wheat Rd, Murra Warra VIC 3393, Australia",VIC,-36.4325981,142.31732169999998
MURRA WARRA II PROJECT CO PTY LTD,CORPORATE TOTAL,C,,1944428.0,540119.0,85.0,1468.0,1553.0,,,,,,2023-24,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
NEOEN AUSTRALIA PTY. LTD.,BULGANA GREEN POWER HUB,F,VIC,1863871.0,517742.0,217.0,5414.0,5631.0,0.010876073411081195,On,NEM,Wind,,2023-24,Bulgana Green Power Hub,"Bulgana VIC 3377, Australia",VIC,-37.0392159,142.9826272
NEOEN AUSTRALIA PTY. LTD.,COLEAMBALLY SOLAR PTY LTD,F,NSW,1128069.0,313352.0,62.0,1022.0,1084.0,0.0034593683780540733,On,NEM,Solar,,2023-24,Coleambally Solar Farm,"44-18 Ercildoune Rd, Coleambally NSW 2707, Australia",NSW,-34.7440883,145.9541003
NEOEN AUSTRALIA PTY. LTD.,DEGRUSSA SOLAR PROJECT PTY LTD,F,WA,61.0,17.0,0.0,4.0,4.0,0.23529411764705882,Off,Off-grid,Solar,,2023-24,"DeGrussa Copper Mine, Sandfire Resources NL","150 KM North, Great Northern Highway, Meekatharra WA 6642, Australia",WA,-25.5399495,119.3229267
NEOEN AUSTRALIA PTY. LTD.,DUBBO SOLAR HUB PTY LTD,F,NSW,208374.0,57882.0,8.0,75.0,83.0,0.0014339518330396324,On,NEM,Solar,,2023-24,Dubbo Micro Solar Farm,"Dubbo NSW 2830, Australia",NSW,-32.2876886,148.67723949999998
NEOEN AUSTRALIA PTY. LTD.,GRIFFITH SOLAR FARM PTY LTD,F,NSW,245104.0,68084.0,6.0,86.0,92.0,0.0013512719581693202,On,NEM,Solar,,2023-24,Griffith Solar Farm,"Yoogali NSW 2680, Australia",NSW,-34.3134445,146.1164474
NEOEN AUSTRALIA PTY. LTD.,HORNSDALE POWER RESERVE PTY LTD,F,SA,0.0,0.0,203.0,2945.0,3148.0,,On,NEM,Battery,,2023-24,Hornsdale Power Reserve,"Hornsdale SA 5491, Australia",SA,-33.085897,138.5183516
NEOEN AUSTRALIA PTY. LTD.,HWF1 PTY LTD,F,SA,1223268.0,339797.0,47.0,56.0,103.0,0.0003031221582297666,On,NEM,Wind,,2023-24,,,,,
NEOEN AUSTRALIA PTY. LTD.,HWF2 PTY LTD,F,SA,1141536.0,317093.0,47.0,68.0,115.0,0.00036266962689179513,On,NEM,Wind,,2023-24,,,,,
NEOEN AUSTRALIA PTY. LTD.,HWF3 PTY LTD,F,SA,1191902.0,331084.0,48.0,61.0,109.0,0.00032922158727090404,On,NEM,Wind,,2023-24,,,,,
NEOEN AUSTRALIA PTY. LTD.,KABAN WIND FARM PTY LTD,F,QLD,1541154.0,428098.0,59.0,469.0,528.0,0.0012333624543912841,On,NEM,Wind,,2023-24,Kaban Green Power Hub,"Hollands Rd, Tumoulin QLD 4888, Australia",QLD,-17.5604019,145.41325369999998
NEOEN AUSTRALIA PTY. LTD.,NUMURKAH SOLAR FARM PTY LTD,F,VIC,537730.0,149369.0,42.0,927.0,969.0,0.00648728986603646,On,NEM,Solar,,2023-24,Numurkah Solar Farm,"296 Wunghnu Rd, Drumanure VIC 3636, Australia",VIC,-36.1596789,145.4738272
NEOEN AUSTRALIA PTY. LTD.,PARKES SOLAR FARM PTY LTD,F,NSW,398392.0,110664.0,28.0,233.0,261.0,0.0023584905660377358,On,NEM,Solar,,2023-24,Parkes Solar Farm,"Parkes NSW 2870, Australia",NSW,-33.1202708,148.0761678
NEOEN AUSTRALIA PTY. LTD.,VICTORIAN BIG BATTERY PTY LTD,F,VIC,0.0,0.0,573.0,19779.0,20352.0,,On,NEM,Battery,,2023-24,Victorian Big Battery (300MW/450MWh),"15 Atkinsons Rd, Moorabool VIC 3213, Australia",VIC,-38.0377338,144.29109789999998
