reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,scope1_tco2e,scope2_tco2e,total_emissions_tco2e,emission_intensity,grid_connected,grid,primary_fuel,important_notes,year_range,matched_name,matched_address,state_1,latitude,longitude
SYNERGEN POWER PTY LIMITED,MINTARO POWER STATION,F,SA,152219.0,42283.0,32352.0,104.0,32456.0,0.7675898115081712,On,NEM,Gas,,2017-18,Mintaro OCGT Power Plant Australia,"57 Wockie Creek Rd, Stanley SA 5415, Australia",SA,-33.9029588,138.7385182
SYNERGEN POWER PTY LIMITED,PORT LINCOLN POWER STATION,F,SA,6022.0,1673.0,2664.0,337.0,3001.0,1.793783622235505,On,NEM,Diesel,,2017-18,ENGIE Port Lincoln Power Station,"147 Pound Ln, Boston SA 5607, Australia",SA,-34.7001736,135.804546
SYNERGEN POWER PTY LIMITED,SNUGGERY POWER STATION,F,SA,2678.0,744.0,848.0,428.0,1276.0,1.7150537634408602,On,NEM,Diesel,,2017-18,Snuggery Power Station,"Millicent SA 5280, Australia",SA,-37.6641762,140.4157615
SYNERGEN POWER PTY LIMITED,CORPORATE TOTAL,C,,199533.0,55426.0,46530.0,1209.0,47739.0,,,,,,2017-18,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
TASMANIAN IRRIGATION PTY LTD,MIDLANDS POWER STATION,F,TAS,103308.0,28697.0,0.0,0.0,0.0,0.0,On,NEM,Hydro,,2017-18,Energy Australia Mt Piper Power Station,"350 Boulder Rd, Portland NSW 2847, Australia",NSW,-33.3505828,150.0298347
TASMANIAN IRRIGATION PTY LTD,CORPORATE TOTAL,C,,103308.0,28697.0,0.0,0.0,0.0,,,,,,2017-18,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,KALGOORLIE POWER STATION,F,WA,935310.0,259808.0,148040.0,0.0,148040.0,0.5698053947530484,On,SWIS,Gas,,2017-18,West Kalgoorlie Power Station,"Yilkari WA 6431, Australia",WA,-30.7804073,121.4237131
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,KAMBALDA POWER STATION,F,WA,966932.0,268592.0,148433.0,0.0,148433.0,0.5526337344373622,On,SWIS,Gas,,2017-18,Kambalda Power Station,"Kambalda East WA 6442, Australia",WA,-31.1919033,121.6740952
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,LEINSTER POWER STATION,F,WA,900097.0,250027.0,169107.0,0.0,169107.0,0.6763549536650042,Off,Off-grid,Gas,,2017-18,EDL Agnew hybrid power station,"Unnamed Road, Leinster WA 6437, Australia",WA,-27.9971715,120.5132272
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,MT KEITH POWER STATION,F,WA,1543160.0,428656.0,222682.0,0.0,222682.0,0.5194888208726811,Off,Off-grid,Gas,,2017-18,Energy Australia Mt Piper Power Station,"350 Boulder Rd, Portland NSW 2847, Australia",NSW,-33.3505828,150.0298347
